r-ID	Equation in HC-ID	Equation with names	Reaction Category	dG	KEGG	Recon1	References
r0107	HC00153_m + HC00020_m <=> HC00033_m + HC00011_m + HC00044_m	Citrate(m) + CoA(m) <=> Acetyl-CoA(m) + H2O(m) + OAA(m)	EC:2.3.3.3	47.91	R00351	 -CSm	PMID:12549038
r0108	HC00012_c + HC00153_c + HC00020_c --> HC00018_c + HC00019_c + HC00033_c + HC00044_c	ATP(c) + Citrate(c) + CoA(c) --> ADP(c) + Pi(c) + Acetyl-CoA(c) + OAA(c)	EC:2.3.3.8	8.75	R00352	 ACITL	PMID:7417478
r0109	HC00035_c + HC00055_c <=> HC00044_c + HC00034_c	AKG(c) + Aspartate(c) <=> OAA(c) + Glutamate(c)	EC:2.6.1.1	-1.46	R00355	 ASPTA	PMID:3207426 PMID:7499788 PMID:7719646
r0110	HC00035_m + HC00055_m <-- HC00044_m + HC00034_m	AKG(m) + Aspartate(m) <-- OAA(m) + Glutamate(m)	EC:2.6.1.1	-1.46	R00355	 ASPTAm	PMID:3207426 PMID:7499788 PMID:7719646
r0111	HC00029_c + HC00045_c <=> HC00031_c + HC00197_c	SAM(c) + Glycine(c) <=> SAH(c) + Sarcosine(c)	EC:2.1.1.20	-43.7939	R00367	 GNMT	PMID:9597750
r0112	HC00012_m + HC00049_m + HC00020_m <=> HC00018_m + HC00019_m + HC00093_m	ATP(m) + Succinate(m) + CoA(m) <=> ADP(m) + Pi(m) + Succinyl-CoA(m)	EC:6.2.1.5	-0.99	R00405	 SUCOASm	PMID:2943604 PMID:3956747 PMID:9765291
r0113	HC00050_r + HC00011_r --> HC00474_r + HC00025_r	UDP-N-acetylglucosamine(r) + H2O(r) --> N-Acetyl-D-mannosamine(r) + UDP(r)	EC:5.1.3.14	-20.1511	R00414	 	PMID:10431835 PMID:15748884 PMID:3740419 PMID:4337336 PMID:5063602 PMID:5417402 PMID:9305887 PMID:9305888
r0114	HC00050_c + HC00011_c <=> HC00474_c + HC00025_c	UDP-N-acetylglucosamine(c) + H2O(c) <=> N-Acetyl-D-mannosamine(c) + UDP(c)	EC:5.1.3.14	-20.1511	R00414	 UAG2EMAi	PMID:10431835 PMID:15748884 PMID:3740419 PMID:4337336 PMID:5063602 PMID:5417402 PMID:9305887 PMID:9305888
r0115	HC00077_c + HC01256_c --> HC00023_c + HC00050_c	UTP(c) + N-Acetylglucosamine-1P(c) --> PPi(c) + UDP-N-acetylglucosamine(c)	EC:2.7.7.23	4.47988	R00415	 UAGDP	PMID:6303311
r0116	HC00050_c <=> HC00190_c	UDP-N-acetylglucosamine(c) <=> UDP-N-acetyl-D-galactosamine(c)	EC:5.1.3.7	0	R00418	 UAG4E	PMID:11841944 PMID:2820646 PMID:656081
r0117	HC00051_c + HC00011_c <=> HC01367_c + HC00061_c	GTP(c) + H2O(c) <=> 6-[(1S,2R)-1,2-Dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin(c) + Formate(c)	EC:3.5.4.16	-70.7276	R00424	 GTPCI	PMID:10727395
r0118	HC00051_n + HC00011_n <=> HC01367_n + HC00061_n	GTP(n) + H2O(n) <=> 6-[(1S,2R)-1,2-Dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin(n) + Formate(n)	EC:3.5.4.16	-70.7276	R00424	 GTPCIn	PMID:10727395
r0119	HC00051_c + HC00011_c --> HC00141_c + HC00023_c	GTP(c) + H2O(c) --> GMP(c) + PPi(c)	EC:3.6.1.19	-51.4	R00426	 	PMID:11278832 PMID:4310599
r0120	HC00051_c + HC00011_c <=> HC01651_c	GTP(c) + H2O(c) <=> Formamidopyrimidine(n)leoside_triphosphate(c)	EC:3.5.4.16	-41.0013	R00428	 	PMID:10727395
r0121	HC00051_n + HC00011_n <=> HC01651_n	GTP(n) + H2O(n) <=> Formamidopyrimidine(n)leoside_triphosphate(n)	EC:3.5.4.16	-41.0013	R00428	 	PMID:10727395
r0122	HC00051_c + HC00032_c <-- HC00043_c + HC00076_c	GTP(c) + Pyruvate(c) <-- GDP(c) + PEP(c)	EC:2.7.1.40	25.65	R00430	 	PMID:1009117 PMID:7154942
r0123	HC00051_c + HC00044_c --> HC00043_c + HC00076_c + HC00021_c	GTP(c) + OAA(c) --> GDP(c) + PEP(c) + CO2(c)	EC:4.1.1.32	-1.21417	R00431	 PEPCK	PMID:11851336 PMID:14505680 PMID:728402 PMID:8325643 PMID:8645161
r0124	HC00051_m + HC00044_m --> HC00043_m + HC00076_m + HC00021_m	GTP(m) + OAA(m) --> GDP(m) + PEP(m) + CO2(m)	EC:4.1.1.32	-1.21417	R00431	 PEPCKm	PMID:11851336 PMID:14505680 PMID:728402 PMID:8325643 PMID:8645161
r0125	HC00051_m + HC00049_m + HC00020_m <=> HC00043_m + HC00019_m + HC00093_m	GTP(m) + Succinate(m) + CoA(m) <=> GDP(m) + Pi(m) + Succinyl-CoA(m)	EC:6.2.1.4	-1.12	R00432	 SUCOAS1m	PMID:2943604 PMID:3422742 PMID:3956747 PMID:9765291
r0126	HC00051_c --> HC00023_c + HC00592_c	GTP(c) --> PPi(c) + cGMP(c)	EC:4.6.1.2	4.39614	R00434	 GUACYC	PMID:11952099
r0127	HC00011_c + HC00148_c --> HC00055_c + HC00024_c	H2O(c) + Asparagine(c) --> Aspartate(c) + NH3(c)	EC:3.5.1.1 EC:3.5.1.38	-19.7743	R00485	 	PMID:4311065 PMID:4894450
r0128	HC00055_c <=> HC00100_c + HC00021_c	Aspartate(c) <=> beta-Alanine(c) + CO2(c)	EC:4.1.1.11	-12.9372	R00489	 ASP1DC	PMID:10411630 PMID:12887686 PMID:1516767 PMID:2878977 PMID:6387051 PMID:6707648
r0129	HC00056_c + HC00011_c <=> HC00034_c + HC00784_c	GSH(c) + H2O(c) <=> Glutamate(c) + Cys-Gly(c)	EC:3.4.11.4	-1.93849	R00494	 	PMID:1968061 PMID:3511062
r0130	HC00056_s + HC00011_s <=> HC00034_s + HC00784_s	GSH(s) + H2O(s) <=> Glutamate(s) + Cys-Gly(s)	EC:3.4.11.4	-1.93849	R00494	 	PMID:1968061 PMID:3511062
r0131	HC00012_c + HC00487_c + HC00045_c --> HC00018_c + HC00019_c + HC00056_c	ATP(c) + gamma-Glutamyl-cysteine(c) + Glycine(c) --> ADP(c) + Pi(c) + GSH(c)	EC:6.3.2.3	-26.6029	R00497	 GTHS	PMID:10978506 PMID:11080313 PMID:2888673
r0132	HC00058_c + HC00011_c --> HC00204_c + HC00019_c	PAPS(c) + H2O(c) --> Adenylyl_sulfate(c) + Pi(c)	EC:3.1.3.7	-9.70082	R00508	 BPNT2	PMID:10224133
r0133	HC00012_c + HC00204_c --> HC00018_c + HC00058_c	ATP(c) + Adenylyl_sulfate(c) --> ADP(c) + PAPS(c)	EC:2.7.1.25	-18.8406	R00509	 ADSK	PMID:10679223 PMID:11931637
r0134	HC00060_c + HC00011_c --> HC00381_c + HC00019_c	CMP(c) + H2O(c) --> Cytidine(c) + Pi(c)	EC:3.1.3.5	-9.70082	R00511	 NTD4	PMID:7479738
r0135	HC00060_s + HC00011_s --> HC00381_s + HC00019_s	CMP(s) + H2O(s) --> Cytidine(s) + Pi(s)	EC:3.1.3.5	-9.70082	R00511	 NTD4e	PMID:7479738
r0136	HC00012_c + HC00060_c <=> HC00018_c + HC00110_c	ATP(c) + CMP(c) <=> ADP(c) + CDP(c)	EC:2.7.4.14	0	R00512	 CYTK1	PMID:10462544 PMID:11912132 PMID:132087 PMID:7581800 PMID:8867780
r0137	HC00012_m + HC00060_m --> HC00018_m + HC00110_m	ATP(m) + CMP(m) --> ADP(m) + CDP(m)	EC:2.7.4.14	0	R00512	 CYTK1m	PMID:10462544 PMID:11912132 PMID:132087 PMID:7581800 PMID:8867780
r0138	HC00012_c + HC00381_c --> HC00018_c + HC00060_c	ATP(c) + Cytidine(c) --> ADP(c) + CMP(c)	EC:2.7.1.48	-18.8406	R00513	 CYTDK1	PMID:132087 PMID:64250
r0139	HC00110_s + HC00011_s <=> HC00060_s + HC00019_s	CDP(s) + H2O(s) <=> CMP(s) + Pi(s)	EC:3.6.1.5	-28.5414	R00514	 	PMID:15652174 PMID:16752921 PMID:17095758
r0140	HC00096_c + HC00011_c + 2 HC00123_m --> HC00062_c + 2 HC00124_m	Sulfite(c) + H2O(c) + 2 Ferricytochrome_C(m) --> Sulfate(c) + 2 Ferrocytochrome_C(m)	EC:1.8.2.1		R00528	 	PMID:17459792
r0141	HC00012_c + HC00062_c --> HC00023_c + HC00204_c	ATP(c) + Sulfate(c) --> PPi(c) + Adenylyl_sulfate(c)	EC:2.7.7.4	10.05	R00529	 SADT	PMID:10679223
r0142	HC00096_m + HC00017_m + HC00011_m --> HC00062_m + HC00036_m	Sulfite(m) + O2(m) + H2O(m) --> Sulfate(m) + H2O2(m)	EC:1.8.3.1	-170.95	R00533	 	PMID:12763039 PMID:16475804 PMID:17459792
r0143	HC00012_c + HC00232_c <=> HC00018_c + HC00064_c	ATP(c) + Riboflavin(c) <=> ADP(c) + FMN(c)	EC:2.7.1.26	-15.912	R00549	 RBFK	PMID:12623014 PMID:14630025
r0144	HC00065_c + HC00011_c <=> HC00089_c + HC00079_c	Arginine(c) + H2O(c) <=> Urea(c) + Ornithine(c)	EC:3.5.3.1	-16.3411	R00551	 	PMID:12055339 PMID:3583682 PMID:743206 PMID:9144563
r0145	HC00065_c + 2 HC00017_c + HC00015_c <=> HC00415_c + HC00277_c + 2 HC00011_c + HC00016_c	Arginine(c) + 2 O2(c) + NADPH(c) <=> NO(c) + Citrulline(c) + 2 H2O(c) + NADP+(c)	EC:1.14.13.39	-651.014	R00557	 	PMID:11125020 PMID:7515853
r0146	HC00065_c + HC00017_c + HC00015_c <=> HC01658_c + HC00011_c + HC00016_c	Arginine(c) + O2(c) + NADPH(c) <=> N-(omega)-Hydroxyarginine(c) + H2O(c) + NADP+(c)	EC:1.14.13.39	-336.972	R00558	 NOS1	PMID:11125020 PMID:7515853
r0147	HC00065_c + HC00045_c <=> HC00439_c + HC00079_c	Arginine(c) + Glycine(c) <=> Guanidinoacetate(c) + Ornithine(c)	EC:2.1.4.1	0	R00565	 	PMID:15465786 PMID:9148748
r0148	HC00065_m <=> HC00021_m + HC00171_m	Arginine(m) <=> CO2(m) + Agmatine(m)	EC:4.1.1.19	-12.9372	R00566	 ARGDCm	PMID:10800966 PMID:14738999
r0149	HC00011_s + HC00066_s <=> HC00110_s + HC00019_s	H2O(s) + CTP(s) <=> CDP(s) + Pi(s)	EC:3.6.1.5	-28.5414	R00569	 	PMID:15652174 PMID:16752921 PMID:17095758
r0150	HC00012_c + HC00110_c <=> HC00018_c + HC00066_c	ATP(c) + CDP(c) <=> ADP(c) + CTP(c)	EC:2.7.4.6	0	R00570	 NDPK3	PMID:132087
r0151	HC00012_m + HC00110_m --> HC00018_m + HC00066_m	ATP(m) + CDP(m) --> ADP(m) + CTP(m)	EC:2.7.4.6	0	R00570	 NDPK3m	PMID:132087
r0152	HC00012_c + HC00077_c + HC00024_c --> HC00018_c + HC00019_c + HC00066_c	ATP(c) + UTP(c) + NH3(c) --> ADP(c) + Pi(c) + CTP(c)	EC:6.3.4.2	-7.0087	R00571	 	PMID:10064135 PMID:7695960 PMID:8365402 PMID:932036
r0153	HC00032_c + HC00066_c <-- HC00110_c + HC00076_c	Pyruvate(c) + CTP(c) <-- CDP(c) + PEP(c)	EC:2.7.1.40	19.3011	R00572	 	PMID:1009117 PMID:7154942
r0154	HC00012_c + HC00077_c + HC00067_c + HC00011_c --> HC00018_c + HC00019_c + HC00034_c + HC00066_c	ATP(c) + UTP(c) + Glutamine(c) + H2O(c) --> ADP(c) + Pi(c) + Glutamate(c) + CTP(c)	EC:6.3.4.2	-26.783	R00573	 	PMID:16820675 PMID:932036
r0155	2 HC00012_c + HC00067_c + HC00011_c + HC00253_c --> 2 HC00018_c + HC00019_c + HC00034_c + HC00164_c	2 ATP(c) + Glutamine(c) + H2O(c) + HCO3-(c) --> 2 ADP(c) + Pi(c) + Glutamate(c) + Carbamoyl-P(c)	EC:6.3.5.5	-47.1308	R00575	 	PMID:2472341 PMID:29209 PMID:8089153
r0156	HC00067_c + HC00032_c --> HC00591_c + HC00048_c	Glutamine(c) + Pyruvate(c) --> 2-Oxoglutaramate(c) + Alanine(c)	EC:2.6.1.15	0	R00576	 	PMID: PMID:12850267 PMID:1296212 PMID:3003500 PMID:4762917 PMID:4797019 PMID:4822504 PMID:5059882
r0157	HC00067_m + HC00032_m --> HC00591_m + HC00048_m	Glutamine(m) + Pyruvate(m) --> 2-Oxoglutaramate(m) + Alanine(m)	EC:2.6.1.15	0	R00576	 	PMID: PMID:12850267 PMID:1296212 PMID:3003500 PMID:4762917 PMID:4797019 PMID:4822504 PMID:5059882
r0158	HC00012_c + HC00067_c + HC00011_c + HC00055_c <=> HC00030_c + HC00023_c + HC00034_c + HC00148_c	ATP(c) + Glutamine(c) + H2O(c) + Aspartate(c) <=> AMP(c) + PPi(c) + Glutamate(c) + Asparagine(c)	EC:6.3.5.4	-50.73	R00578	 ASNS1	PMID:4216348
r0159	HC00621_c + HC00011_c --> HC00068_c + HC00019_c	3-Phosphoserine(c) + H2O(c) --> Serine(c) + Pi(c)	EC:3.1.3.3	-9.29	R00582	 PSP_L	PMID:4307821
r0160	HC00068_c + HC00032_c --> HC00163_c + HC00048_c	Serine(c) + Pyruvate(c) --> Hydroxypyruvate(c) + Alanine(c)	EC:2.6.1.51	3.59	R00585	 	PMID:10347152 PMID:6469715
r0161	HC00068_c --> HC00011_c + HC00906_c	Serine(c) --> H2O(c) + Dehydroalanine(c)	EC:4.3.1.17	-3.62996	R00590	 SERHL	PMID:4433562
r0162	HC00130_c + HC00036_c <=> 2 HC00011_c + HC00070_c	Methanol(c) + H2O2(c) <=> 2 H2O(c) + Formaldehyde(c)	EC:1.11.1.7	-295.689	R00602	 PRDX	PMID:12054464
r0163	HC00035_m + HC00071_m <=> HC01435_m + HC00021_m	AKG(m) + Thiamin-PP(m) <=> 3-Carboxy-1-hydroxypropyl-ThPP(m) + CO2(m)	EC:1.2.4.2	-28.7633	R00621	 	PMID:10676873 PMID:3207422
r0164	HC00463_c <=> HC00076_c + HC00011_c	2PG(c) <=> PEP(c) + H2O(c)	EC:4.2.1.11	-4.11	R00658	 ENO	PMID:3536714 PMID:7357031
r0165	HC00077_c + HC00032_c <-- HC00025_c + HC00076_c	UTP(c) + Pyruvate(c) <-- UDP(c) + PEP(c)	EC:2.7.1.40	19.3011	R00659	 	PMID:1009117 PMID:7154942
r0166	HC00077_s + HC00011_s --> HC00023_s + HC00105_s	UTP(s) + H2O(s) --> PPi(s) + UMP(s)	EC:3.6.1.19	-34.5118	R00662	 	PMID:15652174 PMID:16752921 PMID:17095758
r0167	HC00035_m + HC00079_m <=> HC00694_m + HC00034_m	AKG(m) + Ornithine(m) <=> L-Glutamate_5-semialdehyde(m) + Glutamate(m)	EC:2.6.1.13	-4.1868	R00667	 	PMID:11465067 PMID:3816496 PMID:6819292
r0168	HC00079_c <=> HC00132_c + HC00021_c	Ornithine(c) <=> Putrescine(c) + CO2(c)	EC:4.1.1.17	-12.9372	R00670	 	PMID:10623504 PMID:15670771 PMID:6853503 PMID:8608396
r0169	HC00080_c + HC00017_c <=> HC00985_c	Tryptophan(c) + O2(c) <=> L-Formylkynurenine(c)	EC:1.13.11.11	-385.603	R00678	 TRPO2	PMID:10564724 PMID:446865 PMID:7514170
r0170	2 HC00362_r <=> HC00023_r + HC01118_r	2 Farnesyl-PP(r) <=> PPi(r) + Presqualene-PP(r)	EC:2.5.1.21	-74.525	R00702	 	PMID:11108725 PMID:1527001 PMID:17180682 PMID:7864626 PMID:8509416
r0171	HC00177_c + HC00013_c <=> HC00032_c + HC00014_c	L-Lactate(c) + NAD+(c) <=> Pyruvate(c) + NADH(c)	EC:1.1.1.27	26.0419	R00703	 LDH_L	PMID:12042361 PMID:17045662 PMID:7449128 PMID:9927705
r0172	HC00177_m + HC00013_m --> HC00032_m + HC00014_m	L-Lactate(m) + NAD+(m) --> Pyruvate(m) + NADH(m)	EC:1.1.1.27	26.0419	R00703	 LDH_Lm	PMID:12042361 PMID:17045662 PMID:7449128 PMID:9927705
r0173	HC00177_p + HC00013_p <=> HC00032_p + HC00014_p	L-Lactate(p) + NAD+(p) <=> Pyruvate(p) + NADH(p)	EC:1.1.1.27	26.0419	R00703	 	PMID:12042361 PMID:17045662 PMID:7449128 PMID:9927705
r0174	HC00020_m + HC00013_m + HC00203_m --> HC00033_m + HC00021_m + HC00014_m	CoA(m) + NAD+(m) + 3-Oxopropanoate(m) --> Acetyl-CoA(m) + CO2(m) + NADH(m)	EC:1.2.1.18	-37.4551	R00705	 MMSAD3m	PMID:10989432 PMID:1527093 PMID:2768248 PMID:4285894
r0175	HC01199_m + HC00011_m <=> HC00694_m	1-Pyrroline-5-carboxylate(m) + H2O(m) <=> L-Glutamate_5-semialdehyde(m)	EC:1.5.1.12	17.8106	R00707	 -G5SADrm	PMID:1286669 PMID:2211729 PMID:8621661
r0176	HC00087_c + HC00013_c + HC00011_c --> HC00042_c + HC00014_c	Acetaldehyde(c) + NAD+(c) + H2O(c) --> Acetate(c) + NADH(c)	EC:1.2.1.3 EC:1.2.1.5	-61.42	R00710	 	PMID:11790142 PMID:2060039 PMID:2549038 PMID:4387261 PMID:8155713 PMID:8328987
r0177	HC00087_c + HC00011_c + HC00016_c --> HC00042_c + HC00015_c	Acetaldehyde(c) + H2O(c) + NADP+(c) --> Acetate(c) + NADPH(c)	EC:1.2.1.5	-61.39	R00711	 	PMID:16411662 PMID:2060039 PMID:7779080 PMID:8155713 PMID:8605195 PMID:9228057
r0178	HC00210_m + HC00013_m + HC00011_m <=> HC00049_m + HC00014_m	Succinate_semialdehyde(m) + NAD+(m) + H2O(m) <=> Succinate(m) + NADH(m)	EC:1.2.1.24 EC:1.2.1.16	-41.0432	R00713	 	PMID:3190233 PMID:656447 PMID:7616245 PMID:7814412
r0179	HC00011_m + HC00210_m + HC00016_m <=> HC00049_m + HC00015_m	H2O(m) + Succinate_semialdehyde(m) + NADP+(m) <=> Succinate(m) + NADPH(m)	EC:1.2.1.16	-41.0432	R00714	 	PMID:4066712 PMID:7814412
r0180	HC00011_m + HC00363_m + HC00016_m <=> HC00035_m + HC00015_m + HC00053_m	H2O(m) + Saccharopine(m) + NADP+(m) <=> AKG(m) + NADPH(m) + Lysine(m)	EC:1.5.1.8	38.5479	R00716	 -SACCD3m	
r0181	HC00011_s + HC00084_s <=> HC00104_s + HC00019_s	H2O(s) + ITP(s) <=> IDP(s) + Pi(s)	EC:3.6.1.5	-39.35	R00719	 	PMID:15652174 PMID:16752921 PMID:17095758
r0182	HC00012_c + HC00104_c <=> HC00018_c + HC00084_c	ATP(c) + IDP(c) <=> ADP(c) + ITP(c)	EC:2.7.4.6	0	R00722	 NDPK9	PMID:11768308
r0183	HC00085_c + HC00035_c <=> HC00699_c + HC00034_c	Tyrosine(c) + AKG(c) <=> 4-Hydroxyphenylpyruvate(c) + Glutamate(c)	EC:2.6.1.5 EC:2.6.1.57	0	R00734	 TYRTA	PMID:15865 PMID:3207426 PMID:4396841 PMID:7719646 PMID:7999802
r0184	HC00012_c + HC00033_c + HC00253_c --> HC00018_c + HC00019_c + HC00086_c	ATP(c) + Acetyl-CoA(c) + HCO3-(c) --> ADP(c) + Pi(c) + Malonyl-CoA(c)	EC:6.4.1.2	-4.49662	R00742	 ACCOAC	PMID:10677481 PMID:16721829 PMID:17126822 PMID:235695 PMID:24055 PMID:6116153 PMID:6116159 PMID:6116163 PMID:6138355 PMID:7732023 PMID:9099716
r0185	HC00012_m + HC00033_m + HC00253_m --> HC00018_m + HC00019_m + HC00086_m	ATP(m) + Acetyl-CoA(m) + HCO3-(m) --> ADP(m) + Pi(m) + Malonyl-CoA(m)	EC:6.4.1.2	-4.49662	R00742	 ACCOACm	PMID:10677481 PMID:16721829 PMID:17126822 PMID:235695 PMID:24055 PMID:6116153 PMID:6116159 PMID:6116163 PMID:6138355 PMID:7732023 PMID:9099716
r0186	HC00293_c + HC00011_c --> HC00087_c + HC00019_c + HC00024_c	Ethanolamine-P(c) + H2O(c) --> Acetaldehyde(c) + Pi(c) + NH3(c)	EC:4.2.3.2	-42.6091	R00748	 	PMID:5498429
r0187	HC00377_c + HC00013_c <=> HC00087_c + HC00014_c	Ethanol(c) + NAD+(c) <=> Acetaldehyde(c) + NADH(c)	EC:1.1.1.1 EC:1.1.1.71	19.12	R00754	 ALCD2if	PMID:10868354 PMID:12491384 PMID:12818203 PMID:14674758 PMID:15289102 PMID:15299346 PMID:15327949 PMID:15682493 PMID:15713978
r0188	HC00012_c + HC00088_c --> HC00018_c + HC00484_c	ATP(c) + Fructose-6P(c) --> ADP(c) + Fructose-2,6PP(c)	EC:2.7.1.105	23.848	R00757	 PFK26	PMID:7506254 PMID:7688733
r0189	HC00298_c + HC00011_c <=> HC00088_c + HC00024_c	Glucosamine-6P(c) + H2O(c) <=> Fructose-6P(c) + NH3(c)	EC:3.5.99.6	6.60258	R00765	 G6PDA	PMID:10481053 PMID:12965206 PMID:14484386 PMID:7577655
r0190	HC00067_c + HC00088_c --> HC00034_c + HC00298_c	Glutamine(c) + Fructose-6P(c) --> Glutamate(c) + Glucosamine-6P(c)	EC:2.6.1.16	-26.3768	R00768	 GF6PTA	PMID:10806197 PMID:1247594
r0191	HC00077_c + HC00088_c --> HC00025_c + HC00300_c	UTP(c) + Fructose-6P(c) --> UDP(c) + Fructose-1,6PP(c)	EC:2.7.1.11	-18.8406	R00769	 	PMID:11945275 PMID:4276999
r0192	HC00094_c <=> HC00088_c	Glucose-6P(c) <=> Fructose-6P(c)	EC:5.3.1.9	3.15	R00771	 PGI	PMID:2272676 PMID:2843500
r0193	HC00099_c + HC00011_c <=> HC00032_c + HC00250_c + HC00024_c	Cysteine(c) + H2O(c) <=> Pyruvate(c) + H2S(c) + NH3(c)	EC:4.4.1.1	7.37295	R00782	 	PMID:10212249 PMID:629532
r0194	HC00091_s + HC00011_s <=> HC00097_s + HC00040_s	Sucrose(s) + H2O(s) <=> Fructose(s) + Glucose(s)	EC:3.2.1.48 EC:3.2.1.26	-13.0335	R00801	 SUCRe	PMID:12055199
r0195	HC00045_m + HC00093_m <=> HC00020_m + HC00021_m + HC00349_m	Glycine(m) + Succinyl-CoA(m) <=> CoA(m) + CO2(m) + 5-Aminolevulinate(m)	EC:2.3.1.37	9.02674	R00830	 ALASm	PMID:7592562
r0196	HC00045_m + HC00093_m <=> HC00020_m + HC01496_m	Glycine(m) + Succinyl-CoA(m) <=> CoA(m) + 2-Amino-3-oxoadipate(m)	EC:2.3.1.37	21.964	R00831	 	PMID:7592562
r0197	HC00721_m <=> HC00093_m	(R)-Methylmalonyl-CoA(m) <=> Succinyl-CoA(m)	EC:5.4.99.2	-7.24	R00833	 MMMm	PMID:2453061 PMID:6124211 PMID:9285782
r0198	HC00094_r + HC00016_r <=> HC00015_r + HC00733_r	Glucose-6P(r) + NADP+(r) <=> NADPH(r) + Glucono-1,5-lactone-6P(r)	EC:1.1.1.49	-5.63	R00835	 G6PDH2rer	PMID:15774558 PMID:16756494 PMID:2753047 PMID:4169027
r0199	HC00094_c + HC00016_c <=> HC00015_c + HC00733_c	Glucose-6P(c) + NADP+(c) <=> NADPH(c) + Glucono-1,5-lactone-6P(c)	EC:1.1.1.49	-5.63	R00835	 G6PDH2r	PMID:15774558 PMID:16756494 PMID:2753047 PMID:4169027
r0200	HC00698_c <=> HC00094_c	Inositol-1P(c) <=> Glucose-6P(c)	EC:5.5.1.4	7.03382	R00840	 -MI1PS	PMID:12941308
r0201	HC00013_c + HC00095_c <=> HC00109_c + HC00014_c	NAD+(c) + sn-Glycerol-3P(c) <=> DHAP(c) + NADH(c)	EC:1.1.1.8	39.26	R00842	 G3PD1	PMID:17045662 PMID:7772607
r0202	HC00013_p + HC00095_p <=> HC00109_p + HC00014_p	NAD+(p) + sn-Glycerol-3P(p) <=> DHAP(p) + NADH(p)	EC:1.1.1.8	39.26	R00842	 	PMID:17045662 PMID:7772607
r0203	HC00012_c + HC00114_c <=> HC00018_c + HC00095_c	ATP(c) + Glycerol(c) <=> ADP(c) + sn-Glycerol-3P(c)	EC:2.7.1.30	-41.5	R00847	 GLYK	PMID:6316940
r0204	HC00012_m + HC00114_m <=> HC00018_m + HC00095_m	ATP(m) + Glycerol(m) <=> ADP(m) + sn-Glycerol-3P(m)	EC:2.7.1.30	-41.5	R00847	 GLYKm	PMID:6316940
r0205	HC00329_m + HC00095_c <=> HC00109_c + HC00324_m	Ubiquinone(m) + sn-Glycerol-3P(c) <=> DHAP(c) + Ubiquinol(m)	EC:1.1.5.3	-25.82	R00848	 	PMID:11955283 PMID:2115809 PMID:2923620 PMID:3338458 PMID:340460 PMID:8401296 PMID:8549872 PMID:8579375 PMID:9171333 PMID:9244403 PMID:9559543
r0206	HC00012_c + HC00097_c <-- HC00018_c + HC00662_c	ATP(c) + Fructose(c) <-- ADP(c) + Fructose-1P(c)	EC:2.7.1.3	-18.8406	R00866	 KHK	PMID:2996495 PMID:7833921
r0207	HC00043_c + HC00466_c <=> HC00019_c + HC00098_c	GDP(c) + Mannose-1P(c) <=> Pi(c) + GDP-mannose(c)	EC:2.7.7.22	10.4503	R00883	 MAN1PT2	PMID:13876695
r0208	HC00051_c + HC00466_c <=> HC00023_c + HC00098_c	GTP(c) + Mannose-1P(c) <=> PPi(c) + GDP-mannose(c)	EC:2.7.7.13	4.47988	R00885	 	PMID:10025667 PMID:8549746 PMID:9451026
r0209	HC00098_c --> HC00728_c + HC00011_c	GDP-mannose(c) --> GDP-4-dehydro-6-deoxy-D-mannose(c) + H2O(c)	EC:4.2.1.47	-58.184	R00888	 GMAND	PMID:9893952
r0210	HC00068_c + HC00250_c --> HC00099_c + HC00011_c	Serine(c) + H2S(c) --> Cysteine(c) + H2O(c)	EC:4.2.1.22	-44.1878	R00891	 	PMID:681363
r0211	HC00099_c + HC00017_c <=> HC00451_c	Cysteine(c) + O2(c) <=> 3-Sulfinoalanine(c)	EC:1.13.11.20		R00893	 CYSO	PMID:7524679
r0212	HC00012_c + HC00034_c + HC00099_c --> HC00018_c + HC00019_c + HC00487_c	ATP(c) + Glutamate(c) + Cysteine(c) --> ADP(c) + Pi(c) + gamma-Glutamyl-cysteine(c)	EC:6.3.2.2	-26.6029	R00894	 GLUCYS	PMID:10218110 PMID:10978506
r0213	HC00099_c + HC00035_c --> HC00600_c + HC00034_c	Cysteine(c) + AKG(c) --> Mercaptopyruvate(c) + Glutamate(c)	EC:2.6.1.3	0	R00895	 CYSTA	PMID:7426616 PMID:7719646
r0214	HC00011_c + HC00784_c <=> HC00099_c + HC00045_c	H2O(c) + Cys-Gly(c) <=> Cysteine(c) + Glycine(c)	EC:3.4.11.2	-1.93849	R00899	 AMPTASECG	PMID:16189153 PMID:9751082
r0215	HC00011_s + HC00784_s <=> HC00099_s + HC00045_s	H2O(s) + Cys-Gly(s) <=> Cysteine(s) + Glycine(s)	EC:3.4.11.2	-1.93849	R00899	 AMPTASECGe	PMID:16189153 PMID:9751082
r0216	HC00011_c + HC00975_c --> HC00100_c + HC00021_c + HC00024_c	H2O(c) + 3-Ureidopropionate(c) --> beta-Alanine(c) + CO2(c) + NH3(c)	EC:3.5.1.6	11.4174	R00905	 	PMID:10542323 PMID:15638804 PMID:3678231
r0217	HC00100_m + HC00035_m <=> HC00034_m + HC00203_m	beta-Alanine(m) + AKG(m) <=> Glutamate(m) + 3-Oxopropanoate(m)	EC:2.6.1.55 EC:2.6.1.19	-4.1868	R00908	 APAT2rm	PMID:10447691 PMID:23842 PMID:3113494 PMID:3132542 PMID:4154214 PMID:4719123 PMID:7851425
